date,metric,category,geography,unit,series_type,value
2015-07-01,Household spending - Percentage change from previous period,Miscellaneous goods and services,South Australia,Percent,Seasonally Adjusted,0.6
2015-07-01,Household spending - Through the year percentage change,Miscellaneous goods and services,South Australia,Percent,Seasonally Adjusted,6.3
2015-07-01,Household spending,Non Discretionary,South Australia,$ Millions,Seasonally Adjusted,1168.7
2015-07-01,Household spending - Percentage change from previous period,Non Discretionary,South Australia,Percent,Seasonally Adjusted,-0.4
2015-07-01,Household spending - Through the year percentage change,Non Discretionary,South Australia,Percent,Seasonally Adjusted,2.5
2015-07-01,Household spending,Recreation and culture,South Australia,$ Millions,Seasonally Adjusted,499.1
2015-07-01,Household spending - Percentage change from previous period,Recreation and culture,South Australia,Percent,Seasonally Adjusted,-1.1
2015-07-01,Household spending - Through the year percentage change,Recreation and culture,South Australia,Percent,Seasonally Adjusted,4.7
2015-07-01,Household spending,Services,South Australia,$ Millions,Seasonally Adjusted,1342.2
2015-07-01,Household spending - Percentage change from previous period,Services,South Australia,Percent,Seasonally Adjusted,-0.3
2015-07-01,Household spending - Through the year percentage change,Services,South Australia,Percent,Seasonally Adjusted,3.7
2015-07-01,Household spending,Total (Household Spending Categories),South Australia,$ Millions,Seasonally Adjusted,3165.8
2015-07-01,Household spending - Percentage change from previous period,Total (Household Spending Categories),South Australia,Percent,Seasonally Adjusted,0.1
2015-07-01,Household spending - Through the year percentage change,Total (Household Spending Categories),South Australia,Percent,Seasonally Adjusted,3.6
2015-07-01,Household spending,Transport,South Australia,$ Millions,Seasonally Adjusted,493.9
2015-07-01,Household spending - Percentage change from previous period,Transport,South Australia,Percent,Seasonally Adjusted,0.0
2015-07-01,Household spending - Through the year percentage change,Transport,South Australia,Percent,Seasonally Adjusted,0.1
2015-07-01,Household spending,Alcoholic beverages and tobacco,Tasmania,$ Millions,Seasonally Adjusted,76.3
2015-07-01,Household spending - Percentage change from previous period,Alcoholic beverages and tobacco,Tasmania,Percent,Seasonally Adjusted,0.4
2015-07-01,Household spending - Through the year percentage change,Alcoholic beverages and tobacco,Tasmania,Percent,Seasonally Adjusted,5.8
2015-07-01,Household spending,Clothing and footwear,Tasmania,$ Millions,Seasonally Adjusted,47.2
2015-07-01,Household spending - Percentage change from previous period,Clothing and footwear,Tasmania,Percent,Seasonally Adjusted,0.9
2015-07-01,Household spending - Through the year percentage change,Clothing and footwear,Tasmania,Percent,Seasonally Adjusted,5.3
2015-07-01,Household spending,Discretionary,Tasmania,$ Millions,Seasonally Adjusted,641.6
2015-07-01,Household spending - Percentage change from previous period,Discretionary,Tasmania,Percent,Seasonally Adjusted,1.8
2015-07-01,Household spending - Through the year percentage change,Discretionary,Tasmania,Percent,Seasonally Adjusted,3.6
2015-07-01,Household spending,Food,Tasmania,$ Millions,Seasonally Adjusted,152.3
2015-07-01,Household spending - Percentage change from previous period,Food,Tasmania,Percent,Seasonally Adjusted,-1.0
2015-07-01,Household spending - Through the year percentage change,Food,Tasmania,Percent,Seasonally Adjusted,1.7
2015-07-01,Household spending,Furnishings and household equipment,Tasmania,$ Millions,Seasonally Adjusted,72.7
2015-07-01,Household spending - Percentage change from previous period,Furnishings and household equipment,Tasmania,Percent,Seasonally Adjusted,3.7
2015-07-01,Household spending - Through the year percentage change,Furnishings and household equipment,Tasmania,Percent,Seasonally Adjusted,0.6
2015-07-01,Household spending,Goods,Tasmania,$ Millions,Seasonally Adjusted,572.3
2015-07-01,Household spending - Percentage change from previous period,Goods,Tasmania,Percent,Seasonally Adjusted,1.8
2015-07-01,Household spending - Through the year percentage change,Goods,Tasmania,Percent,Seasonally Adjusted,4.0
2015-07-01,Household spending,Health,Tasmania,$ Millions,Seasonally Adjusted,104.6
2015-07-01,Household spending - Percentage change from previous period,Health,Tasmania,Percent,Seasonally Adjusted,2.6
2015-07-01,Household spending - Through the year percentage change,Health,Tasmania,Percent,Seasonally Adjusted,15.7
2015-07-01,Household spending,"Hotels, cafes and restaurants",Tasmania,$ Millions,Seasonally Adjusted,134.0
2015-07-01,Household spending - Percentage change from previous period,"Hotels, cafes and restaurants",Tasmania,Percent,Seasonally Adjusted,0.2
2015-07-01,Household spending - Through the year percentage change,"Hotels, cafes and restaurants",Tasmania,Percent,Seasonally Adjusted,-3.7
2015-07-01,Household spending,Miscellaneous goods and services,Tasmania,$ Millions,Seasonally Adjusted,113.2
2015-07-01,Household spending - Percentage change from previous period,Miscellaneous goods and services,Tasmania,Percent,Seasonally Adjusted,1.0
2015-07-01,Household spending - Through the year percentage change,Miscellaneous goods and services,Tasmania,Percent,Seasonally Adjusted,8.5
2015-07-01,Household spending,Non Discretionary,Tasmania,$ Millions,Seasonally Adjusted,355.0
2015-07-01,Household spending - Percentage change from previous period,Non Discretionary,Tasmania,Percent,Seasonally Adjusted,-0.2
2015-07-01,Household spending - Through the year percentage change,Non Discretionary,Tasmania,Percent,Seasonally Adjusted,2.2
2015-07-01,Household spending,Recreation and culture,Tasmania,$ Millions,Seasonally Adjusted,126.5
2015-07-01,Household spending - Percentage change from previous period,Recreation and culture,Tasmania,Percent,Seasonally Adjusted,4.0
2015-07-01,Household spending - Through the year percentage change,Recreation and culture,Tasmania,Percent,Seasonally Adjusted,4.1
2015-07-01,Household spending,Services,Tasmania,$ Millions,Seasonally Adjusted,424.3
2015-07-01,Household spending - Percentage change from previous period,Services,Tasmania,Percent,Seasonally Adjusted,0.2
2015-07-01,Household spending - Through the year percentage change,Services,Tasmania,Percent,Seasonally Adjusted,2.0
2015-07-01,Household spending,Total (Household Spending Categories),Tasmania,$ Millions,Seasonally Adjusted,996.6
2015-07-01,Household spending - Percentage change from previous period,Total (Household Spending Categories),Tasmania,Percent,Seasonally Adjusted,1.1
2015-07-01,Household spending - Through the year percentage change,Total (Household Spending Categories),Tasmania,Percent,Seasonally Adjusted,3.1
2015-07-01,Household spending,Transport,Tasmania,$ Millions,Seasonally Adjusted,169.9
2015-07-01,Household spending - Percentage change from previous period,Transport,Tasmania,Percent,Seasonally Adjusted,0.0
2015-07-01,Household spending - Through the year percentage change,Transport,Tasmania,Percent,Seasonally Adjusted,-1.4
2015-07-01,Household spending,Alcoholic beverages and tobacco,Victoria,$ Millions,Seasonally Adjusted,701.4
2015-07-01,Household spending - Percentage change from previous period,Alcoholic beverages and tobacco,Victoria,Percent,Seasonally Adjusted,1.1
2015-07-01,Household spending - Through the year percentage change,Alcoholic beverages and tobacco,Victoria,Percent,Seasonally Adjusted,4.4
2015-07-01,Household spending,Clothing and footwear,Victoria,$ Millions,Seasonally Adjusted,766.3
2015-07-01,Household spending - Percentage change from previous period,Clothing and footwear,Victoria,Percent,Seasonally Adjusted,3.6
2015-07-01,Household spending - Through the year percentage change,Clothing and footwear,Victoria,Percent,Seasonally Adjusted,5.0
2015-07-01,Household spending,Discretionary,Victoria,$ Millions,Seasonally Adjusted,7801.8
2015-07-01,Household spending - Percentage change from previous period,Discretionary,Victoria,Percent,Seasonally Adjusted,1.0
2015-07-01,Household spending - Through the year percentage change,Discretionary,Victoria,Percent,Seasonally Adjusted,5.6
2015-07-01,Household spending,Food,Victoria,$ Millions,Seasonally Adjusted,1874.1
2015-07-01,Household spending - Percentage change from previous period,Food,Victoria,Percent,Seasonally Adjusted,0.3
2015-07-01,Household spending - Through the year percentage change,Food,Victoria,Percent,Seasonally Adjusted,1.8
2015-07-01,Household spending,Furnishings and household equipment,Victoria,$ Millions,Seasonally Adjusted,925.6
2015-07-01,Household spending - Percentage change from previous period,Furnishings and household equipment,Victoria,Percent,Seasonally Adjusted,0.7
2015-07-01,Household spending - Through the year percentage change,Furnishings and household equipment,Victoria,Percent,Seasonally Adjusted,7.7
2015-07-01,Household spending,Goods,Victoria,$ Millions,Seasonally Adjusted,7021.1
2015-07-01,Household spending - Percentage change from previous period,Goods,Victoria,Percent,Seasonally Adjusted,0.9
2015-07-01,Household spending - Through the year percentage change,Goods,Victoria,Percent,Seasonally Adjusted,3.8
2015-07-01,Household spending,Health,Victoria,$ Millions,Seasonally Adjusted,1384.3
2015-07-01,Household spending - Percentage change from previous period,Health,Victoria,Percent,Seasonally Adjusted,0.9
2015-07-01,Household spending - Through the year percentage change,Health,Victoria,Percent,Seasonally Adjusted,8.8
2015-07-01,Household spending,"Hotels, cafes and restaurants",Victoria,$ Millions,Seasonally Adjusted,1138.8
2015-07-01,Household spending - Percentage change from previous period,"Hotels, cafes and restaurants",Victoria,Percent,Seasonally Adjusted,0.6
2015-07-01,Household spending - Through the year percentage change,"Hotels, cafes and restaurants",Victoria,Percent,Seasonally Adjusted,1.9
2015-07-01,Household spending,Miscellaneous goods and services,Victoria,$ Millions,Seasonally Adjusted,1147.5
2015-07-01,Household spending - Percentage change from previous period,Miscellaneous goods and services,Victoria,Percent,Seasonally Adjusted,0.9
2015-07-01,Household spending - Through the year percentage change,Miscellaneous goods and services,Victoria,Percent,Seasonally Adjusted,7.7
2015-07-01,Household spending,Non Discretionary,Victoria,$ Millions,Seasonally Adjusted,4477.5
2015-07-01,Household spending - Percentage change from previous period,Non Discretionary,Victoria,Percent,Seasonally Adjusted,0.0
2015-07-01,Household spending - Through the year percentage change,Non Discretionary,Victoria,Percent,Seasonally Adjusted,2.1
2015-07-01,Household spending,Recreation and culture,Victoria,$ Millions,Seasonally Adjusted,2070.1
2015-07-01,Household spending - Percentage change from previous period,Recreation and culture,Victoria,Percent,Seasonally Adjusted,-0.1
2015-07-01,Household spending - Through the year percentage change,Recreation and culture,Victoria,Percent,Seasonally Adjusted,3.1
2015-07-01,Household spending,Services,Victoria,$ Millions,Seasonally Adjusted,5258.2
